employer,normalized,city,county,state,noticeDate,effectiveDate,employees,layoffType,sourceUrl
"Sodexo (SDH Services East, LLC) Fort Worth Independent School District",SODEXO (SDH EAST ) FORT WORTH INDEPENDENT SCHOOL DISTRICT,Fort Worth,Tarrant,TX,2026-04-30,2026-06-30,291,,https://data.texas.gov/d/8w53-c4f6
"Prineville, OR Facility",PRINEVILLE OR FACILITY,Prineville,,OR,2026-04-29,2026-06-28,66,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Cigna Evernorth Services,CIGNA EVERNORTH,Morris Plains,,NJ,,2026-04-29,134,,https://www.nj.gov/labor/employer-services/warn/
Milestone Technologies Inc,MILESTONE,Henrico VA,,VA,2026-04-29,,50,Closure,https://www.vec.virginia.gov/warn-notices
AeroFarms Inc. - Rescinded,AEROFARMS - RESCINDED,Ringgold VA,,VA,2026-04-29,,133,Closure,https://www.vec.virginia.gov/warn-notices
Amazon,AMAZON,"Passaic, Bergen, Monmouth, Hudson, Statewide",,NJ,,2026-04-28,0,,https://www.nj.gov/labor/employer-services/warn/
Laurel Ridge Treatment Center (Laurel Ridge),LAUREL RIDGE TREATMENT CENTER (LAUREL RIDGE),San Antonio,Bexar,TX,2026-04-27,2026-06-26,648,,https://data.texas.gov/d/8w53-c4f6
"FreshRealm, Inc.",FRESHREALM,Lancaster,Dallas,TX,2026-04-27,2026-06-27,176,,https://data.texas.gov/d/8w53-c4f6
GXO,GXO,Henrico VA,,VA,2026-04-27,,66,Closure,https://www.vec.virginia.gov/warn-notices
Jack in the Box,JACK IN THE BOX,Anacortes,,WA,2026-04-27,2026-06-23,14,Permanent,https://esd.wa.gov/about-employees/WARN
Blue Cross Blue Shield of NJ,BLUE CROSS BLUE SHIELD OF NJ,Newark,,NJ,,2026-04-26,242,,https://www.nj.gov/labor/employer-services/warn/
"National Safety Apparel, LLC",NATIONAL SAFETY APPAREL,San Antonio,Bexar,TX,2026-04-23,2026-06-30,50,,https://data.texas.gov/d/8w53-c4f6
"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) San Antonio",REPUBLIC NATIONAL DISTRIBUTING (REYES HOLDINGS ) SAN ANTONIO,Schertz,Bexar,TX,2026-04-23,2026-06-21,372,,https://data.texas.gov/d/8w53-c4f6
"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Houston",REPUBLIC NATIONAL DISTRIBUTING (REYES HOLDINGS ) HOUSTON,Houston,Harris,TX,2026-04-23,2026-06-21,588,,https://data.texas.gov/d/8w53-c4f6
"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Grand Prairie",REPUBLIC NATIONAL DISTRIBUTING (REYES HOLDINGS ) GRAND PRAIRIE,Grand Prairie,Tarrant,TX,2026-04-23,2026-06-21,689,,https://data.texas.gov/d/8w53-c4f6
"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Corpus Christie",REPUBLIC NATIONAL DISTRIBUTING (REYES HOLDINGS ) CORPUS CHRISTIE,Corpus Ch,Nueces,TX,2026-04-23,2026-06-21,90,,https://data.texas.gov/d/8w53-c4f6
"Republic National Distributing Company, LLC (Reyes Holdings, L.L.C) Austin",REPUBLIC NATIONAL DISTRIBUTING (REYES HOLDINGS ) AUSTIN,Austin,Travis,TX,2026-04-23,2026-06-21,164,,https://data.texas.gov/d/8w53-c4f6
Republic National Distributing Company LLC,REPUBLIC NATIONAL DISTRIBUTING,Ashland VA,,VA,2026-04-23,,428,Closure,https://www.vec.virginia.gov/warn-notices
"Southern Mail Service, Inc.",SOUTHERN MAIL SERVICE,Houston,Harris,TX,2026-04-21,2026-05-15,50,,https://data.texas.gov/d/8w53-c4f6
T-Mobile USA,T-MOBILE,"Bellevue, WA (Statewide in NJ)",,NJ,,2026-04-21,78,,https://www.nj.gov/labor/employer-services/warn/
Oliver Inc.,OLIVER,North Chesterfield VA,,VA,2026-04-21,,72,Closure,https://www.vec.virginia.gov/warn-notices
Maverick Washington LLC / Silver Dollar SeaTac Casino,MAVERICK WASHINGTON / SILVER DOLLAR SEATAC CASINO,Seattle,,WA,2026-04-21,2026-06-30,65,Permanent,https://esd.wa.gov/about-employees/WARN
ZoomCare,ZOOMCARE,Bellevue & Remote,,WA,2026-04-16,2026-06-15,36,Permanent,https://esd.wa.gov/about-employees/WARN
Saddle Creek Corporation,SADDLE CREEK,New Caney,Montgomery,TX,2026-04-15,2026-06-11,168,,https://data.texas.gov/d/8w53-c4f6
Snap Inc.,SNAP,"Bellevue, Seattle, Vancouver",,WA,2026-04-15,2026-04-16,95,Permanent,https://esd.wa.gov/about-employees/WARN
"T-Mobile USA, Inc.",T-MOBILE,Austin,Travis,TX,2026-04-14,2026-06-08,74,,https://data.texas.gov/d/8w53-c4f6
Central Garden &amp; Pet,CENTRAL GARDEN AMP; PET,Richmond VA,,VA,2026-04-14,,94,Closure,https://www.vec.virginia.gov/warn-notices
The Fresh Market,THE FRESH MARKET,Montvale,,NJ,,2026-04-12,55,,https://www.nj.gov/labor/employer-services/warn/
ERMC,ERMC,"Atlanta, GA (work location: Newark International Airport)",,NJ,,2026-04-11,205,,https://www.nj.gov/labor/employer-services/warn/
Lifetime Brands,LIFETIME BRANDS,Robbinsville,,NJ,,2026-04-10,140,,https://www.nj.gov/labor/employer-services/warn/
SFC Global Supply Chain,SFC GLOBAL SUPPLY CHAIN,Robbinsville,,NJ,,2026-04-10,170,,https://www.nj.gov/labor/employer-services/warn/
Voyant Beauty,VOYANT BEAUTY,Roanoke VA,,VA,2026-04-10,,95,Closure,https://www.vec.virginia.gov/warn-notices
"Astellas US Holding, Inc.",ASTELLAS HOLDING,Seattle,,WA,2026-04-10,2026-07-01,50,Permanent,https://esd.wa.gov/about-employees/WARN
"Ampac Mobile Holdings, LLC (ProAmpac)",AMPAC MOBILE HOLDINGS (PROAMPAC),Grand Prairie,Tarrant,TX,2026-04-08,2026-06-07,52,,https://data.texas.gov/d/8w53-c4f6
Spectra Laboratories,SPECTRA LABORATORIES,Rockleigh,,NJ,,2026-04-07,57,,https://www.nj.gov/labor/employer-services/warn/
"Sodexo (SDH Services East, LLC) HCA Southeast Texas Medical Center",SODEXO (SDH EAST ) HCA SOUTHEAST TEXAS MEDICAL CENTER,Pasadena,Harris,TX,2026-04-06,2026-06-13,63,,https://data.texas.gov/d/8w53-c4f6
"Sodexo (SDH Services East, LLC) HCA Women's Hospital of Texas",SODEXO (SDH EAST ) HCA WOMEN'S HOSPITAL OF TEXAS,Houston,Harris,TX,2026-04-06,2026-06-13,66,,https://data.texas.gov/d/8w53-c4f6
"Sodexo (SDH Services East, LLC) HCA Clear Lake",SODEXO (SDH EAST ) HCA CLEAR LAKE,Webster,Harris,TX,2026-04-06,2026-06-13,86,,https://data.texas.gov/d/8w53-c4f6
"Sodexo (SDH Services East, LLC) HCA Kingwood",SODEXO (SDH EAST ) HCA KINGWOOD,Kingwood,Harris,TX,2026-04-06,2026-06-13,81,,https://data.texas.gov/d/8w53-c4f6
Direct Marketing Solutions,DIRECT MARKETING,Portland,,OR,2026-04-06,2026-06-05,53,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Sumner St - Portland,SUMNER ST - PORTLAND,Portland,,OR,2026-04-06,2026-06-05,53,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
DSV Contract Logistics (3PL Logistics Facility),DSV CONTRACT LOGISTICS (3PL LOGISTICS FACILITY),Wilmer,Dallas,TX,2026-04-02,2026-04-30,391,,https://data.texas.gov/d/8w53-c4f6
Troutdale Facility,TROUTDALE FACILITY,Troutdale,,OR,2026-04-02,2026-09-30,65,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Hyatt Regency (South Congress Hotel),HYATT REGENCY (SOUTH CONGRESS HOTEL),Austin,Travis,TX,2026-03-31,2026-05-31,126,,https://data.texas.gov/d/8w53-c4f6
"Compass Group USA, Inc. (d/b/a Chartwell's Higher Education (Texas State University)",COMPASS GROUP (D/B/A CHARTWELL'S HIGHER EDUCATION (TEXAS STATE UNIVERSITY),San Marcos,Hays,TX,2026-03-31,2026-05-31,183,,https://data.texas.gov/d/8w53-c4f6
International Real Estate Partners US Corp,INTERNATIONAL REAL ESTATE PARTNERS,New Providence,,NJ,,2026-03-31,61,,https://www.nj.gov/labor/employer-services/warn/
Macy's Retail Holdings,MACY'S RETAIL HOLDINGS,"Paramus, Livingston, Ramsey",,NJ,,2026-03-31,89,,https://www.nj.gov/labor/employer-services/warn/
Fiserv Solutions LLC,FISERV,Berkeley Heights,,NJ,,2026-03-31,118,,https://www.nj.gov/labor/employer-services/warn/
Everest Group,EVEREST GROUP,Warren,,NJ,,2026-03-31,110,,https://www.nj.gov/labor/employer-services/warn/
Pioneer Credit Recovery,PIONEER CREDIT RECOVERY,Burlington,,NJ,,2026-03-31,180,,https://www.nj.gov/labor/employer-services/warn/
PCA (Packaging Corporation of America),PCA (PACKAGING OF AMERICA),Richmond VA,,VA,2026-03-31,,109,Closure,https://www.vec.virginia.gov/warn-notices
"Meta Platforms, Inc",META PLATFORMS,"Seattle, Bellevue, Redmond",,WA,2026-03-31,2026-05-08,168,Permanent,https://esd.wa.gov/about-employees/WARN
"Oracle America, Inc.",ORACLE AMERICA,Seattle and Remote,,WA,2026-03-31,2026-06-01,475,Permanent,https://esd.wa.gov/about-employees/WARN
Sunstone Way,SUNSTONE WAY,Portland,,OR,2026-03-27,2026-06-30,175,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Starbucks,STARBUCKS,Seattle,,WA,2026-03-27,2026-03-29,69,Permanent,https://esd.wa.gov/about-employees/WARN
"CPLC Texas, Inc. (Magnolia ORR Site)",CPLC TEXAS (MAGNOLIA ORR SITE),Los Fresnos,Cameron,TX,2026-03-26,2026-03-31,56,,https://data.texas.gov/d/8w53-c4f6
Endeavors Eagle Lake Children's Center (Eagle Lake),ENDEAVORS EAGLE LAKE CHILDREN'S CENTER (EAGLE LAKE),Eagle Lake,Colorado,TX,2026-03-26,2026-03-24,88,,https://data.texas.gov/d/8w53-c4f6
Tempus Holding INC. d/b/a The Lodge Card Club,TEMPUS HOLDING D/B/A THE LODGE CARD CLUB,Round Rock,Travis,TX,2026-03-26,2026-03-24,144,,https://data.texas.gov/d/8w53-c4f6
Horizon Air - Rogue Valley Internationa,HORIZON AIR - ROGUE VALLEY INTERNATIONA,Medford,,OR,2026-03-26,2026-05-31,78,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Albertsons #4286 (W. Freeway),ALBERTSONS #4286 (W FREEWAY),Fort Worth,Tarrant,TX,2026-03-25,2026-04-25,56,,https://data.texas.gov/d/8w53-c4f6
Albertsons #106 (Euless),ALBERTSONS #106 (EULESS),Euless,Tarrant,TX,2026-03-25,2026-04-25,82,,https://data.texas.gov/d/8w53-c4f6
"Epic Games, Inc.",EPIC GAMES,Bellevue,,WA,2026-03-24,2026-03-27,82,Permanent,https://esd.wa.gov/about-employees/WARN
"Blue Star Growers, Inc.",BLUE STAR GROWERS,Cashmere,,WA,2026-03-20,2026-05-19,143,Permanent,https://esd.wa.gov/about-employees/WARN
BAE Systems,BAE SYSTEMS,Vienna VA,,VA,2026-03-19,,119,Layoff,https://www.vec.virginia.gov/warn-notices
Bering Global Solutions (BGS),BERING GLOBAL (BGS),Arlington VA,,VA,2026-03-18,,108,Layoff,https://www.vec.virginia.gov/warn-notices
"Blue Bird, Inc.",BLUE BIRD,Wenatchee,,WA,2026-03-17,2026-05-16,82,Permanent,https://esd.wa.gov/about-employees/WARN
Heights University Hospital,HEIGHTS UNIVERSITY HOSPITAL,Jersey City,,NJ,,2026-03-16,65,,https://www.nj.gov/labor/employer-services/warn/
OTB Hospitality,OTB HOSPITALITY,Paramus,,NJ,,2026-03-13,62,,https://www.nj.gov/labor/employer-services/warn/
"John I. Haas, Inc.",JOHN I HAAS,Yakima,,WA,2026-03-13,2026-05-15,12,Temporary,https://esd.wa.gov/about-employees/WARN
"Rise Baking Company, LLC",RISE BAKING,Kent,,WA,2026-03-12,2026-08-07,120,Permanent,https://esd.wa.gov/about-employees/WARN
Anheuser Busch LLC,ANHEUSER BUSCH,Newark,,NJ,,2026-03-11,151,,https://www.nj.gov/labor/employer-services/warn/
"Atlassian US, Inc.",ATLASSIAN,Bellevue,,WA,2026-03-11,2026-03-13,63,Permanent,https://esd.wa.gov/about-employees/WARN
"Agrimacs, Inc.",AGRIMACS,Chelan,,WA,2026-03-09,2026-05-08,145,Permanent,https://esd.wa.gov/about-employees/WARN
Macy's,MACY'S,Statewide,,NJ,,2026-03-07,79,,https://www.nj.gov/labor/employer-services/warn/
Saks & Company LLC (Saks Fifth Avenue - San Antonio),SAKS (SAKS FIFTH AVENUE - SAN ANTONIO),San Antonio,Bexar,TX,2026-03-06,2026-05-06,71,,https://data.texas.gov/d/8w53-c4f6
Saks &amp; Company LLC (Saks Fifth Avenue Store),SAKS AMP; (SAKS FIFTH AVENUE STORE),McLean VA,,VA,2026-03-06,,70,Closure,https://www.vec.virginia.gov/warn-notices
Ashley Furniture Industries (Mesquite),ASHLEY FURNITURE INDUSTRIES (MESQUITE),Mesquite,Dallas,TX,2026-03-05,2026-05-07,266,,https://data.texas.gov/d/8w53-c4f6
CHS Northwest,CHS NORTHWEST,"Whatcom, County",,WA,2026-03-05,2026-05-05,57,Permanent,https://esd.wa.gov/about-employees/WARN
C2 Technologies,C2,Virtual,,WA,2026-03-05,2026-03-06,1,Permanent,https://esd.wa.gov/about-employees/WARN
First Brands Group LLC. (ASC Facility),FIRST BRANDS GROUP (ASC FACILITY),Brownsville,Cameron,TX,2026-03-04,2026-04-30,43,,https://data.texas.gov/d/8w53-c4f6
"First Brands Group, LLC. (Titan Dist. Center)",FIRST BRANDS GROUP (TITAN DIST CENTER),Brownsville,Cameron,TX,2026-03-04,2026-04-30,183,,https://data.texas.gov/d/8w53-c4f6
"First Brands Group, LLC(Billy Mitchell)",FIRST BRANDS GROUP (BILLY MITCHELL),Brownsville,Cameron,TX,2026-03-04,2026-04-30,345,,https://data.texas.gov/d/8w53-c4f6
"Campbell Soup Supply Company, LLC",CAMPBELL SOUP SUPPLY,Paris,Lamar,TX,2026-03-03,2026-05-01,205,,https://data.texas.gov/d/8w53-c4f6
Refresco Beverages US Inc,REFRESCO BEVERAGES,Walla Walla,,WA,2026-03-03,2026-05-02,58,Permanent,https://esd.wa.gov/about-employees/WARN
Northwest Hardwoods,NORTHWEST HARDWOODS,Centralia,,WA,2026-03-03,2026-03-05,70,Permanent,https://esd.wa.gov/about-employees/WARN
Reckitt Benckiser,RECKITT BENCKISER,Parsippany,,NJ,,2026-03-02,62,,https://www.nj.gov/labor/employer-services/warn/
RB Health,RB HEALTH,Parsippany,,NJ,,2026-03-02,14,,https://www.nj.gov/labor/employer-services/warn/
Mead Johnson,MEAD JOHNSON,Parsippany,,NJ,,2026-03-02,18,,https://www.nj.gov/labor/employer-services/warn/
Reckitt Benckiser LLC,RECKITT BENCKISER,Nutley,,NJ,,2026-03-02,57,,https://www.nj.gov/labor/employer-services/warn/
CMC Energy Services,CMC ENERGY,Hamilton,,NJ,,2026-03-02,89,,https://www.nj.gov/labor/employer-services/warn/
C2 Technologies,C2,McLean VA,,VA,2026-03-02,,2,Layoff,https://www.vec.virginia.gov/warn-notices
"MicroVision, Inc.",MICROVISION,Redmond,,WA,2026-03-02,2026-04-30,49,Permanent,https://esd.wa.gov/about-employees/WARN
Doosan GridTech,DOOSAN GRIDTECH,Bellevue,,WA,2026-03-02,2026-05-01,18,Permanent,https://esd.wa.gov/about-employees/WARN
Intercept Pharmaceuticals,INTERCEPT PHARMACEUTICALS,Morristown,,NJ,,2026-02-28,146,,https://www.nj.gov/labor/employer-services/warn/
"IPIC Theaters, LLC",IPIC THEATERS,Redmond,,WA,2026-02-27,2026-04-28,64,Permanent,https://esd.wa.gov/about-employees/WARN
Speyside Bourbon Cooperage in Virginia Inc.,SPEYSIDE BOURBON COOPERAGE IN VIRGINIA,Atkins VA,,VA,2026-02-23,,52,Layoff,https://www.vec.virginia.gov/warn-notices
Merck,MERCK,Rahway,,NJ,,2026-02-20,204,,https://www.nj.gov/labor/employer-services/warn/
Verizon,VERIZON,Basking Ridge,,NJ,,2026-02-20,1319,,https://www.nj.gov/labor/employer-services/warn/
"Main Street Sports Group, LLC.",MAIN STREET SPORTS GROUP,The Woodlands,Montgomery,TX,2026-02-19,2026-04-14,18,,https://data.texas.gov/d/8w53-c4f6
Bluum USA Inc.,BLUUM,Irving,Dallas,TX,2026-02-19,2026-04-20,60,,https://data.texas.gov/d/8w53-c4f6
Stockyards Hotel and H3 Ranch,STOCKYARDS HOTEL AND H3 RANCH,Fort Worth,Tarrant,TX,2026-02-19,2026-04-06,120,,https://data.texas.gov/d/8w53-c4f6
Wonder Group,WONDER GROUP,Englewood,,NJ,,2026-02-19,121,,https://www.nj.gov/labor/employer-services/warn/
CHS Northwest,CHS NORTHWEST,Various locations in Washington,,WA,2026-02-19,2026-04-19,38,Permanent,https://esd.wa.gov/about-employees/WARN
Walgreens (Greens Rd.),WALGREENS (GREENS RD ),Houston,Harris,TX,2026-02-18,2026-06-01,159,,https://data.texas.gov/d/8w53-c4f6
Barclays Services Corporation,BARCLAYS,Whippany,,NJ,,2026-02-18,80,,https://www.nj.gov/labor/employer-services/warn/
JC Penney,JC PENNEY,Springfield VA,,VA,2026-02-18,,74,Closure,https://www.vec.virginia.gov/warn-notices
AOL,AOL,Reston VA,,VA,2026-02-17,,108,Layoff,https://www.vec.virginia.gov/warn-notices
Huntington Ingall Industries (HII) Mission Technologies,HUNTINGTON INGALL INDUSTRIES (HII) MISSION,Virginia Beach VA,,VA,2026-02-17,,74,Layoff,https://www.vec.virginia.gov/warn-notices
"Peshastin Pear Packers, LLC.",PESHASTIN PEAR PACKERS,Peshastin,,WA,2026-02-16,2026-04-23,31,Permanent,https://esd.wa.gov/about-employees/WARN
Oregon - Remote Employees,OREGON - REMOTE EMPLOYEES,,,OR,2026-02-13,2026-04-19,2,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Albany/Millersburg,ALBANY/MILLERSBURG,Albany,,OR,2026-02-13,2026-04-19,1,Reduction,https://data.oregon.gov/d/ijbz-jpx8
Bristol Myers Squibb (BMS),BRISTOL MYERS SQUIBB (BMS),Lawrence Twp,,NJ,,2026-02-12,110,,https://www.nj.gov/labor/employer-services/warn/
Comerica Bank(Frisco Star Tower Facility),COMERICA BANK(FRISCO STAR TOWER FACILITY),Frisco,Denton,TX,2026-02-11,2026-04-24,54,,https://data.texas.gov/d/8w53-c4f6
PeaceHealth,PEACEHEALTH,Various locations in Washington,,WA,2026-02-11,2026-04-12,94,Permanent,https://esd.wa.gov/about-employees/WARN
Saks &amp; Company LLC (Saks Fifth Avenue Store),SAKS AMP; (SAKS FIFTH AVENUE STORE),Richmond VA,,VA,2026-02-10,,40,Closure,https://www.vec.virginia.gov/warn-notices
Randalls #3067,RANDALLS #3067,Houston,Harris,TX,2026-02-09,2026-04-18,94,,https://data.texas.gov/d/8w53-c4f6
Eddie Bauer LLC,EDDIE BAUER,Seattle,,WA,2026-02-09,2026-04-15,60,Permanent,https://esd.wa.gov/about-employees/WARN
Congdon Packing Company,CONGDON PACKING,Yakima,,WA,2026-02-09,2026-04-15,102,Permanent,https://esd.wa.gov/about-employees/WARN
Acme,ACME,Sussex,,NJ,,2026-02-07,71,,https://www.nj.gov/labor/employer-services/warn/
Hudson News Distributors,HUDSON NEWS DISTRIBUTORS,Parsippany,,NJ,,2026-02-06,236,,https://www.nj.gov/labor/employer-services/warn/
Liberty Dental Plan Corporation,LIBERTY DENTAL PLAN,Staunton VA,,VA,2026-02-05,,0,Layoff,https://www.vec.virginia.gov/warn-notices
"Empower Clinic Services, LLC",EMPOWER CLINIC,Houston,Harris,TX,2026-02-04,2026-02-04,57,,https://data.texas.gov/d/8w53-c4f6
"First Brands Group, LLC",FIRST BRANDS GROUP,Arlington,Tarrant,TX,2026-02-04,2026-01-26,87,,https://data.texas.gov/d/8w53-c4f6
HGS Solutions,HGS,El Paso,El Paso,TX,2026-02-04,2026-03-31,92,,https://data.texas.gov/d/8w53-c4f6
Riddle Plywood facility,RIDDLE PLYWOOD FACILITY,Riddle,,OR,2026-02-04,2026-04-05,146,Large Layoff - 10 or more workers,https://data.oregon.gov/d/ijbz-jpx8
Expedia Group Inc. (Austin),EXPEDIA GROUP (AUSTIN),Austin,Travis,TX,2026-02-03,2026-04-01,100,,https://data.texas.gov/d/8w53-c4f6
Bahama Breeze,BAHAMA BREEZE,Woodbridge VA,,VA,2026-02-03,,62,Closure,https://www.vec.virginia.gov/warn-notices
"GMRI, Inc. dba Bahama Breeze",GMRI DBA BAHAMA BREEZE,Tukwila,,WA,2026-02-03,2026-04-05,93,Permanent,https://esd.wa.gov/about-employees/WARN
Helpful Hands Inc. Joint Base San Antonio-Lackland,HELPFUL HANDS JOINT BASE SAN ANTONIO-LACKLAND,San Antonio,Bexar,TX,2026-02-02,2026-03-31,96,,https://data.texas.gov/d/8w53-c4f6
Janus International Group,JANUS INTERNATIONAL GROUP,Houston,Harris,TX,2026-02-02,2026-04-03,113,,https://data.texas.gov/d/8w53-c4f6
Eddie Bauer,EDDIE BAUER,"Bergen, Morris, Camden, Monmouth, Somerset",,NJ,,2026-02-02,58,,https://www.nj.gov/labor/employer-services/warn/
Optum Care,OPTUM CARE,"Eden Prairie, Minnesota (Offices throughout NJ)",,NJ,,2026-02-02,390,,https://www.nj.gov/labor/employer-services/warn/
Optum Medical Care,OPTUM MEDICAL CARE,Secaucus,,NJ,,2026-02-02,122,,https://www.nj.gov/labor/employer-services/warn/
Optum Services,OPTUM,"Eden Prairie, Minnesota (Offices throughout NJ)",,NJ,,2026-02-02,49,,https://www.nj.gov/labor/employer-services/warn/
Optum Select Management,OPTUM SELECT MANAGEMENT,"Eden Prairie, Minnesota (Offices throughout NJ)",,NJ,,2026-02-02,11,,https://www.nj.gov/labor/employer-services/warn/
CVS,CVS,Parsippany,,NJ,,2026-02-02,61,,https://www.nj.gov/labor/employer-services/warn/
T-Mobile,T-MOBILE,Various locations in Washington,,WA,2026-02-02,2026-04-02,637,Permanent,https://esd.wa.gov/about-employees/WARN
Amazon,AMAZON,Various locations in Washington,,WA,2026-01-30,2026-04-28,2198,Permanent,https://esd.wa.gov/about-employees/WARN
International Paper Company,INTERNATIONAL PAPER,Union Gap,,WA,2026-01-30,2026-04-03,102,Permanent,https://esd.wa.gov/about-employees/WARN
Compass Connections,COMPASS CONNECTIONS,Harlingen,Cameron,TX,2026-01-29,2026-03-29,148,,https://data.texas.gov/d/8w53-c4f6
Kroger-00255,KROGER-00255,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00040,KROGER-00040,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00075-Prime,KROGER-00075-PRIME,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00063,KROGER-00063,Clackamas,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00127-Prime,KROGER-00127-PRIME,Powell Valley,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00153,KROGER-00153,Happy Valley,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00128-Prime,KROGER-00128-PRIME,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00035,KROGER-00035,Beaverton,,OR,2026-01-29,2026-04-05,3,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00360-Prime,KROGER-00360-PRIME,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00135,KROGER-00135,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00125-Prime,KROGER-00125-PRIME,North Tabor,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00090,KROGER-00090,Salem,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00150-Prime,KROGER-00150-PRIME,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00240,KROGER-00240,Milwaukie,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
Kroger-00600-Prime,KROGER-00600-PRIME,Portland,,OR,2026-01-29,2026-04-05,4,Permanent closure,https://data.oregon.gov/d/ijbz-jpx8
